"Name","Surname","ID/Passport","Date of Birth","Gender","Age Group","Team","Position","Jersey","School","Zone","Season","Status","Mobile","Email","Address","Parent/Guardian","Parent Contact","Parent Email","Emergency Contact","Medical Aid","Allergies","Chronic Conditions","Medical Notes"
"","","1005161176106","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","e2e.player.1781161175928@example.com","","","","","","","","",""
"","","1005180939540","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","pending","","e2e.player.1781180939311@example.com","","","","","","","","",""
"","","1005189149098","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","pending","","e2e.player.1781189148881@example.com","","","","","","","","",""
"","","1005191090376","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","pending","","e2e.player.1781191090176@example.com","","","","","","","","",""
"","","1005191188967","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","pending","","e2e.player.1781191188713@example.com","","","","","","","","",""
"","","1005191384344","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","pending","","e2e.player.1781191384110@example.com","","","","","","","","",""
"","","1005191598561","2010-05-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","pending","","e2e.player.1781191598362@example.com","","","","","","","","",""
"Added","Player100","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781080935824@example.com","","","","","","","","",""
"Added","Player163","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340998311@example.com","","","","","","","","",""
"Added","Player201","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781191192466@example.com","","","","","","","","",""
"Added","Player204","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340510701@example.com","","","","","","","","",""
"Added","Player248","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340097774@example.com","","","","","","","","",""
"Added","Player253","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340401242@example.com","","","","","","","","",""
"Added","Player255","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341140489@example.com","","","","","","","","",""
"Added","Player265","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341417398@example.com","","","","","","","","",""
"Added","Player267","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341245202@example.com","","","","","","","","",""
"Added","Player303","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342428268@example.com","","","","","","","","",""
"Added","Player306","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341689530@example.com","","","","","","","","",""
"Added","Player317","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341093038@example.com","","","","","","","","",""
"Added","Player323","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781062427046@example.com","","","","","","","","",""
"Added","Player340","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768363438676@example.com","","","","","","","","",""
"Added","Player348","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781191600554@example.com","","","","","","","","",""
"Added","Player349","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781191387178@example.com","","","","","","","","",""
"Added","Player43","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340260852@example.com","","","","","","","","",""
"Added","Player431","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340692642@example.com","","","","","","","","",""
"Added","Player453","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768343054660@example.com","","","","","","","","",""
"Added","Player468","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768339936182@example.com","","","","","","","","",""
"Added","Player489","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781191092608@example.com","","","","","","","","",""
"Added","Player499","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342289163@example.com","","","","","","","","",""
"Added","Player50","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342948418@example.com","","","","","","","","",""
"Added","Player501","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768374119682@example.com","","","","","","","","",""
"Added","Player520","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340032013@example.com","","","","","","","","",""
"Added","Player525","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781081042532@example.com","","","","","","","","",""
"Added","Player545","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341841199@example.com","","","","","","","","",""
"Added","Player564","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340853816@example.com","","","","","","","","",""
"Added","Player622","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340790867@example.com","","","","","","","","",""
"Added","Player655","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781191166870@example.com","","","","","","","","",""
"Added","Player657","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342160378@example.com","","","","","","","","",""
"Added","Player659","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781160931143@example.com","","","","","","","","",""
"Added","Player669","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768374049390@example.com","","","","","","","","",""
"Added","Player674","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340197398@example.com","","","","","","","","",""
"Added","Player676","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768341553438@example.com","","","","","","","","",""
"Added","Player683","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781080980608@example.com","","","","","","","","",""
"Added","Player740","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768343104659@example.com","","","","","","","","",""
"Added","Player750","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342049633@example.com","","","","","","","","",""
"Added","Player760","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768369813738@example.com","","","","","","","","",""
"Added","Player789","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781189150997@example.com","","","","","","","","",""
"Added","Player803","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781059830265@example.com","","","","","","","","",""
"Added","Player805","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781180941342@example.com","","","","","","","","",""
"Added","Player838","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768340622144@example.com","","","","","","","","",""
"Added","Player851","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781191166296@example.com","","","","","","","","",""
"Added","Player95","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342853509@example.com","","","","","","","","",""
"Added","Player951","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1781062553679@example.com","","","","","","","","",""
"Added","Player965","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0824000000","added.1768342510338@example.com","","","","","","","","",""
"ADRIAN","KETTLEDAS","1005085180088","2010-01-01","Male","U17 Sevens","U17 Sevens","WING","","Gammel Street","Uitenhage Zone","2026","approved","","test.player.1763519214027@example.com","","Wayde Kettledas","0562584466","","1055564 1001111","","","",""
"Alexander","Brown","","2008-02-03","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767734674537@example.com","","","","","","","","",""
"Alexander","Davis","1234567890123","2007-12-28","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","alexander.davis@gmail.com","","","","","","","","",""
"Alexander","Garcia","","2007-11-08","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767730253847@example.com","","","","","","","","",""
"Alexander","Jones","","2010-09-26","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767727063416@example.com","","","","","","","","",""
"Alexander","Martinez","","2009-01-26","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767726491361@example.com","","","","","","","","",""
"Alexander","Miller","","2009-07-11","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767665161242@example.com","","","","","","","","",""
"Alexander","Smith","1234567890123","2009-01-16","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","alexander.smith@gmail.com","","","","","","","","",""
"Amelia","Davis","","2006-05-24","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1763654877928@example.com","","adrian","","","","","","",""
"Amelia Fable","Brown","1234567890123","2010-08-14","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","amelia.brown@gmail.com","","","","","","","","",""
"Amelia","Garcia","1234567890123","2007-03-04","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","amelia.garcia@gmail.com","","","","","","","","",""
"Amelia","Jones","1234567890123","2006-08-17","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","amelia.jones@gmail.com","","","","","","","","",""
"Amelia","Miller","1234567890123","2008-07-19","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","amelia.miller@gmail.com","","","","","","","","",""
"Amelia","Rodriguez","1234567890123","2006-10-06","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","amelia.rodriguez@gmail.com","","","","","","","","",""
"Approval","Flow","9901015019930","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1768257361930@example.com","","","","","","","","",""
"Approval","Flow","9901015019288","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781059452288@example.com","","","","","","","","",""
"Approval","Flow","9901015019825","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781059526825@example.com","","","","","","","","",""
"Approval","Flow","9901015019222","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781059633222@example.com","","","","","","","","",""
"Approval","Flow","9901015019059","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781059823059@example.com","","","","","","","","",""
"Approval","Flow","9901015019253","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781062421253@example.com","","","","","","","","",""
"Approval","Flow","9901015019205","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781062548205@example.com","","","","","","","","",""
"Approval","Flow","9901015019877","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781080930877@example.com","","","","","","","","",""
"Approval","Flow","9901015019246","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0845552000","approval.1781081037246@example.com","","","","","","","","",""
"Ava","Davis","1234567890123","2006-05-17","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","ava.davis@gmail.com","","","","","","","","",""
"Ava eve","Miller","1234567890123","2010-04-14","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","ava.miller@gmail.com","","","","","","","","",""
"Ava","Garcia","1234567890123","2008-06-17","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","ava.garcia@gmail.com","","","","","","","","",""
"Ava","Garcia","","2008-06-28","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767735469274@example.com","","","","","","","","",""
"Ava","Rodriguez","","2008-04-03","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767666302117@example.com","","","","","","","","",""
"Ava","Rodriguez","1234567890123","2007-05-09","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","ava.rodriguez@gmail.com","","","","","","","","",""
"AWA","Kettledas","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0641952266","awa@admin.com","","","","","","","","",""
"AWA","Kettledas","","","","","","","","Gammel Street","Uitenhage Zone","2026","approved","0645559953","awakett@admin.com","","","","","","","","",""
"Benjamin","Brown","1234567890123","2007-08-28","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","benjamin.brown@gmail.com","","","","","","","","",""
"Benjamin","Davis","1234567890123","2010-08-01","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","benjamin.davis@gmail.com","","","","","","","","",""
"Benjamin","Garcia","1234567890123","2006-07-06","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","benjamin.garcia@gmail.com","","","","","","","","",""
"Benjamin","Johnson","1234567890123","2009-02-03","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","benjamin.johnson@gmail.com","","","","","","","","",""
"Benjamin","Johnson","","2010-12-13","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767680179079@example.com","","","","","","","","",""
"Benjamin","Miller","","2009-08-24","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767734846899@example.com","","","","","","","","",""
"Benjamin","Williams","","2008-11-10","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767733662258@example.com","","","","","","","","",""
"Benjamin","Williams","","2008-09-01","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767734965566@example.com","","","","","","","","",""
"Charlotte","Brown","","2008-09-27","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767729524660@example.com","","","","","","","","",""
"Charlotte","Brown","1234567890123","2008-05-16","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","charlotte.brown@gmail.com","","","","","","","","",""
"Charlotte","Davis","1234567890123","2010-06-05","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","charlotte.davis@gmail.com","","","","","","","","",""
"Charlotte","Martinez","1234567890123","2010-06-11","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","charlotte.martinez@gmail.com","","","","","","","","",""
"Charlotte","Miller","","2007-01-01","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767725784530@example.com","","","","","","","","",""
"Demo1","Player1","","2010-03-01","Male","U16","U16","Flanker","1","Gammel Street","Uitenhage Zone","2026","approved","+27820000101","demo.player1.1484282202@test.local","","","","","","","","",""
"Demo2","Player2","","2010-03-02","Male","U16","U16","Flanker","2","Gammel Street","Uitenhage Zone","2026","approved","+27820000102","demo.player2.566272905@test.local","","","","","","","","",""
"Demo3","Player3","","2010-03-03","Male","U16","U16","Flanker","3","Gammel Street","Uitenhage Zone","2026","approved","+27820000103","demo.player3.1902077901@test.local","","","","","","","","",""
"Elijah","Davis","","2009-10-07","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767689111423@example.com","","","","","","","","",""
"Elijah","Davis","","2006-09-11","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767727198155@example.com","","","","","","","","",""
"Elijah","Johnson","1234567890123","2006-09-23","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","elijah.johnson@gmail.com","","","","","","","","",""
"Elijah","Jones","1234567890123","2009-07-11","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","elijah.jones@gmail.com","","","","","","","","",""
"Elijah","Miller","","2008-01-16","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767676962357@example.com","","","","","","","","",""
"Elijah","Smith","1234567890123","2010-08-03","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","elijah.smith@gmail.com","","","","","","","","",""
"Elijah","Smith","","2008-10-22","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767727704646@example.com","","","","","","","","",""
"Elijah","Williams","","2007-03-14","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767684868205@example.com","","","","","","","","",""
"Emma","Brown","1234567890123","2009-05-04","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","emma.brown@gmail.com","","","","","","","","",""
"Emma","Johnson","","2007-02-22","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767671592621@example.com","","","","","","","","",""
"Emma","Johnson","","2009-07-09","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767676724948@example.com","","","","","","","","",""
"Emma","Johnson","","2008-11-25","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767733476401@example.com","","","","","","","","",""
"Emma","Johnson","1234567890123","2008-10-01","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","emma.johnson@gmail.com","","","","","","","","",""
"Emma","Jones","1234567890123","2008-08-08","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","emma.jones@gmail.com","","","","","","","","",""
"Emma","Martinez","","2006-05-25","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767677468896@example.com","","","","","","","","",""
"Emma","Rodriguez","1234567890123","2010-06-09","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","emma.rodriguez@gmail.com","","","","","","","","",""
"Evelyn","Garcia","1234567890123","2010-07-22","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","evelyn.garcia@gmail.com","","","","","","","","",""
"Evelyn","Johnson","1234567890123","2010-04-03","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","evelyn.johnson@gmail.com","","","","","","","","",""
"Evelyn","Rodriguez","1234567890123","2006-04-15","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","evelyn.rodriguez@gmail.com","","","","","","","","",""
"Evelyn","Smith","1234567890123","2006-10-27","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","evelyn.smith@gmail.com","","","","","","","","",""
"Harper","Johnson","","2006-08-21","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767728948290@example.com","","","","","","","","",""
"Harper","Martinez","","2010-03-23","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767667064662@example.com","","","","","","","","",""
"Harper","Miller","","2010-04-23","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767730427109@example.com","","","","","","","","",""
"Harper","Rodriguez","1234567890123","2010-03-06","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","harper.rodriguez@gmail.com","","","","","","","","",""
"Harper","Smith","","2006-06-08","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767669658392@example.com","","","","","","","","",""
"Harper","Smith","","2008-06-21","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767677239649@example.com","","","","","","","","",""
"Henry","Brown","1234567890123","2008-10-01","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","henry.brown@gmail.com","","","","","","","","",""
"Henry","Davis","","2008-06-05","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767689891446@example.com","","","","","","","","",""
"Henry","Garcia","1234567890123","2006-06-18","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","henry.garcia@gmail.com","","","","","","","","",""
"Henry","Johnson","","2009-01-28","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767666770366@example.com","","","","","","","","",""
"Henry","Martinez","","2009-12-19","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767668721803@example.com","","","","","","","","",""
"Henry","Martinez","","2006-08-24","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767671263170@example.com","","","","","","","","",""
"Henry","Williams","1234567890123","2009-06-24","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","henry.williams@gmail.com","","","","","","","","",""
"Isabella","Brown","","2009-04-16","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767727965466@example.com","","","","","","","","",""
"Isabella","Garcia","","2006-08-21","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767665273873@example.com","","","","","","","","",""
"Isabella","Johnson","1234567890123","2009-04-25","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","isabella.johnson@gmail.com","","","","","","","","",""
"Isabella","Miller","","2007-10-20","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767736774447@example.com","","","","","","","","",""
"James","Davis","1234567890123","2009-02-23","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","james.davis@gmail.com","","","","","","","","",""
"James","Davis","","2007-11-09","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767734329649@example.com","","","","","","","","",""
"James","Johnson","1234567890123","2007-12-03","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","james.johnson@gmail.com","","","","","","","","",""
"James","Jones","1234567890123","2009-03-08","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","james.jones@gmail.com","","","","","","","","",""
"James","Martinez","","2009-07-12","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767726730904@example.com","","","","","","","","",""
"James","Smith","","2010-01-28","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767729793473@example.com","","","","","","","","",""
"James","Williams","1234567890123","2010-05-20","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","james.williams@gmail.com","","","","","","","","",""
"Liam","Martinez","","2010-07-12","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767734778242@example.com","","","","","","","","",""
"Liam","Williams","1234567890123","2008-06-01","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","liam.williams@gmail.com","","","","","","","","",""
"ListView","Player","","","Male","U16","U16","Wing","","Gammel Street","Uitenhage Zone","2026","approved","08240000162","coach.list.player.1768318492671@example.com","","","","","","","","",""
"Lucas","Brown","1234567890123","2007-01-09","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","lucas.brown@gmail.com","","","","","","","","",""
"Lucas","Garcia","","2008-11-22","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767736600468@example.com","","","","","","","","",""
"Lucas","Jones","","2006-01-22","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767728267125@example.com","","","","","","","","",""
"Lucas","Miller","","2007-05-08","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767686819625@example.com","","","","","","","","",""
"Lucas","Miller","1234567890123","2008-06-18","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","lucas.miller@gmail.com","","","","","","","","",""
"Lucas","Rodriguez","1234567890123","2007-05-07","Male","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","lucas.rodriguez@gmail.com","","","","","","","","",""
"Lucas","Smith","1234567890123","2009-10-02","Male","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","lucas.smith@gmail.com","","","","","","","","",""
"Mia","Brown","","2006-01-15","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767726115528@example.com","","","","","","","","",""
"Mia","Davis","","2006-12-19","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767679949941@example.com","","","","","","","","",""
"Mia","Garcia","","2009-08-10","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767678011144@example.com","","","","","","","","",""
"Mia","Garcia","1234567890123","2009-06-22","Female","U16","U16","","","Gammel Street","Uitenhage Zone","2026","approved","","mia.garcia@gmail.com","","","","","","","","",""
"Mia","Miller","","2010-02-07","Female","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767726421083@example.com","","","","","","","","",""
"Mia","Miller","1234567890123","2008-02-26","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","mia.miller@gmail.com","","","","","","","","",""
"Mia","Williams","","2008-04-03","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767677580658@example.com","","","","","","","","",""
"Mia","Williams","1234567890123","2007-11-16","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","mia.williams@gmail.com","","","","","","","","",""
"Mia","Williams","","2008-09-22","Female","U19","U19","","","Gammel Street","Uitenhage Zone","2026","approved","","human.player.1767727446277@example.com","","","","","","","","",""
"MICHEL'LE","KETTLEDAS","882266526554256","2010-03-02","Female","Girls U16","Girls U16","Number 8","8","Gammel Street","Uitenhage Zone","2026","approved","0841925520","michelle@admin.com","123 Kraanvoel","GOERGE PIET KETTLEDAS","0641956678","adult@test.com","10111 10111","Hopmed 91554155","PIOSON/edge","NONE","waiting"
"Migration","Test","9901015009721","","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","0820000000","migration.1768255694721@example.com","","","","","","","","",""
"Migration","Test","9901015009556","","Male","U15","U15","","","Gammel Street","Uitenhage Zone","2026","approved","0820000000","migration.1781080272556@example.com","","","","","","","","",""
